髙	こう,たか
面高	おもたか,おもだか
面谷	おもだに,めんたに,めんや
面田	おもだ,めんだ
面来	おもらい,めんらい
茂見	しげみ,もみ
茂原	しげはら,もはら
茂出木	もでき,もでぎ
茂泉	しげいずみ,もいずみ
茂村	しげむら,もむら
茂中	しげなか,もなか
茂庭	しげにわ,もにわ
茂田	しげた,もだ
茂木	もき,もぎ,もてき,もてぎ
茂利	もうり,もり
茂里	しげり,もり
毛井	けい,もうい
毛受	めんじゅ,めんじょう
網﨑	あみさき,あみざき
網家	あみいえ,あみや
網干	あぼし,あみほし
網崎	あみさき,あみざき
網代	あじろ,あみしろ
網谷	あみたに,あみや
網塚	あみつか,あみづか
網島	あみしま,あみじま,つなしま
木下	きした,きのした
木花	きはな,きばな,このはな
木滑	きなめ,きなめり
木久	ききゅう,きひさ
木宮	きのみや,きみや
木橋	きはし,きばし
木根	きね,きのね
木崎	きさき,きざき
木子	きこ,きご
木寺	きてら,きでら,こでら
木次	きつぎ,こつぎ
木住野	きしの,きずみの
木上	きがみ,きのうえ
木場	きば,こば
木森	きもり,こもり
木積	こずみ,こづみ
木川	きかわ,きがわ
木船	きふね,きぶね
木造	きつくり,きづくり,こづくり
木多	きた,きだ
木代	きしろ,きのしろ
木沢	きざわ,もくざわ
木谷	きたに,きだに,きや,こたに
木地	きじ,きぢ
木津	きず,きつ,きづ
木塚	きずか,きづか
木庭	きにわ,こば
木田	きた,きだ,ぼくだ
木島	きしま,きじま,このしま
木嶋	きしま,きじま
木藤	きとう,きどう,きふじ
木内	きうち,きない,きのうち
木南	きなみ,きなん,きみなみ,こみなみ
木幡	きはた,きばた,こはた,こばた,こわた
木畑	きはた,きばた
木皮	きかわ,きがわ
木尾	きお,このお
木付	きつき,きづき
木附	きつき,きづき
木平	きひら,このひら
木暮	きぐれ,こくれ,こぐれ
木方	きかた,きほう
木目田	きめた,きめだ
木野田	きのた,きのだ
木葉	きば,このは
木嵜	きざき,こざき
木澤	きさわ,きざわ
目	さかん,さがん,さっか
目﨑	めさき,めざき
目加田	めかた,めかだ
目見田	めみた,めみだ
目崎	めさき,めざき
目時	めとき,めどき
目取真	めとりま,めとるま,めどるま
目代	めだい,もくだい
目谷	めたに,めや
餅田	もちた,もちだ
籾谷	もみたに,もみや
門	かど,もん
門家	かどや,もんや
門垣	かどかき,かどがき
門叶	とかない,とが
門間	かどま,もんま
門戸	かど,もんと
門口	かどぐち,もんぐち
門司	もじ,もんじ
門上	かどかみ,かどがみ
門川	かどかわ,もんかわ
門前	かどさき,もんぜん,もんまえ
門谷	かどたに,もんたに
門長	かどなが,もんなが
門田	かどた,もんた,もんだ,もんでん
門木	かどき,もんぎ
門野	かどの,もんの
門矢	かどや,もんや
門林	かどばやし,もんばやし
野	とぎの,の
野﨑	のさき,のざき
野々上	ののうえ,ののがみ
野々川	ののかわ,ののがわ
野下	のげ,のした
野家	のいえ,のえ
野開	のひらき,のびらき
野角	のかく,のがく,のずみ
野間口	のまくち,のまぐち
野間田	のまた,のまだ
野宮	ののみや,のみや
野牛	のうし,やぎゅう
野橋	のはし,のばし
野坂	のさか,のざか
野阪	のさか,のざか
野崎	のさき,のざき
野手	のて,ので
野住	のすみ,のずみ
野小生	のおも,のもお
野上	のかみ,のがみ
野城	のぎ,のしろ,やしろ
野生須	のうす,のおす
野倉	のくら,のぐら
野代	のしろ,のだい
野谷	のたに,のや
野地	のじ,のち,のぢ
野津	のつ,のづ
野底	のか,のそこ
野藤	のとう,のふじ
野頭	のず,のづ
野内	のうち,やない
野畑	のはた,のばた
野平	のだいら,のひら,のびら
野方	のかた,のがた
野北	のきた,のぎた
野毛	のげ,のも
野呂田	のろた,のろだ
野路	のじ,のろ
弥永	いやなが,やなが
弥富	いやとみ,いやどみ,やとみ
矢﨑	やさき,やざき
矢延	やのぶ,やのべ
矢橋	やはし,やばし,やばせ
矢形	やかた,やがた
矢原	やはら,やばら
矢後	やご,やごう
矢崎	やさき,やざき
矢作	やさく,やはぎ
矢寺	やてら,やでら
矢上	やかみ,やがみ
矢城	やぎ,やしろ
矢数	やかず,やす
矢川	やかわ,やがわ
矢倉	やくら,やぐら
矢代	やしろ,やだい
矢谷	やがい,やたに
矢竹	やたけ,やだけ
矢津	やず,やづ
矢田	やた,やだ
矢島	やしま,やじま
矢頭	やず,やとう
矢内	やうち,やない
矢納	やの,やのう
矢幡	やはた,やわた
矢富	やとみ,やどみ
矢方	やかた,やのほ
矢満田	やまだ,やまんた
矢留	やとめ,やどめ
役田	やくた,やくでん
柳	やなぎ,りゅう
柳井	やない,やなぎい
柳浦	やぎうら,やなうら
柳下	やぎした,やなぎした,やなした
柳楽	なぎら,やぎら
柳舘	やなぎたて,やなぎだて
柳橋	やぎはし,やなぎはし,やなぎばし,やなはし
柳原	やなぎはら,やなぎわら
柳森	やなぎもり,やなもり
柳瀬	やなぎせ,やなせ
柳生	やぎう,やぎゅう
柳川	やながわ,やなぎかわ
柳曽	やなぎそ,やなそ
柳村	やなぎむら,やなむら
柳谷	やなぎたに,やなぎだに,やなぎや
柳田	やぎた,やなぎた,やなぎだ,やなだ
柳内	やぎうち,やない,やなうち,やなぎうち
柳父	やぎゅう,やなぶ
柳平	やなぎだいら,やなひら
柳堀	やなぎほり,やなぎぼり,やなほり
柳本	やぎもと,やなぎもと,やなもと
柳野	やなぎの,やの
薮口	やぶくち,やぶぐち
薮内	やぶうち,やぶのうち
油井	あぶらい,ゆい
油橋	ゆはし,ゆばし
油座	あぶらざ,ゆざ
油石	あぶらいし,ゆうせき
油谷	あぶらたに,あぶらや,ゆたに,ゆや
油津	ゆず,ゆづ
油田	あぶらた,あぶらだ,ゆた,ゆだ
油本	あぶらもと,ゆもと
油木	あぶらき,ゆうき,ゆき
油野	あぶらの,ゆの
勇	いさみ,いさむ
友延	とものぶ,とものべ
友寄	ともよせ,ともより
友金	ともかね,ともがね
友崎	ともさき,ともざき
友枝	ともえ,ともえだ
友次	ともつぎ,ともつぐ
友住	とみずみ,ともずみ
友谷	ともたに,ともや
友田	ともた,ともだ
友利	ともとし,ともり
友澤	ともさわ,ともざわ
有屋田	ありやた,ありやだ
有家	ありいえ,ありか,ありけ,ありや
有賀	ありが,あるか,あるが
有海	ありうみ,ありかい,ありみ
有隅	ありすみ,ありずみ
有光	ありこう,ありみつ
有住	ありすみ,ありずみ
有上	ありうえ,ありがみ
有水	ありみず,うすい
有澄	ありすみ,ありずみ
有生	ありせ,ありそ
有倉	ありくら,ゆうくら
有谷	ありたに,ありや
有地	ありち,ありぢ
有藤	ありとう,ありふじ
有働	うどう,ゆうどう
有得	ありえ,ありとく
有富	ありとみ,ありどみ
有冨	ありとみ,ありどみ
有墨	ありすみ,ありずみ
有木	あらき,ありき
有留	ありとめ,ありどめ
有路	ありじ,あるじ
柚原	ゆずはら,ゆはら
柚木	ゆうき,ゆうのき,ゆうぼく,ゆき,ゆずき,ゆのき
柚木園	ゆきぞの,ゆのきぞの
湧川	わきかわ,わきがわ,わくかわ,わくがわ
湧田	わきた,わくた,わくだ
涌田	わくた,わくだ
由井	ゆい,よしい
由上	ゆかみ,よしがみ
由谷	ゆたに,よしたに
由地	ゆち,ゆぢ
由比	ゆい,ゆひ
由本	ゆもと,よしもと
由木	ゆうき,ゆき,ゆぎ
祐川	すけかわ,すけがわ
祐田	すけた,ゆうだ
遊座	ゆうざ,ゆざ
遊田	あそだ,ゆうだ
雄谷	おうや,おおや,おたに,おや
余頃	よころ,よごろ
余田	よだ,よでん
与世田	よこだ,よせだ
与田	よだ,よでん
誉田	こんだ,ほまれだ,ほんだ
輿	こし,はじ
揚田	あがりた,あげた
楊	やなぎ,やん,よう
楊井	やぎい,やない
用田	もちだ,ようだ
葉田	はた,はだ
要田	かなめだ,ようだ
要藤	ようとう,ようどう
陽	みなみ,よう
養父	やぶ,ようふ
浴本	えきもと,よくもと
淀川	よどかわ,よどがわ
淀谷	よどたに,よどや
来海	きまち,らいかい
来間	くりま,くるま
来迎	らいこう,らいごう
来住	きし,きずみ,らいじゅう
来村	きたむら,きむら
来代	きたしろ,きただい
来田	きた,きただ,きだ,くるた,らいた,らいだ
来島	きじま,くるしま
来嶋	きじま,くるしま
来野	きたの,らいの
頼	より,らい
雷	いかずち,らい
落谷	おちたに,おちや
藍原	あいはら,あいばら
蘭	あらき,あらぎ,あららぎ,らん
利岡	としおか,りおか
利光	としみつ,りこう
利川	とがわ,としかわ
利倉	とくら,としくら,りくら
利谷	とぎや,としたに
利田	かがた,としだ,りた
利野	としの,りの
梨羽	なしは,なしば
裏地	うらじ,うらち
里崎	さとさき,さとざき
陸	くが,りく
陸口	むくち,むぐち
陸田	むつだ,りくた
立	たち,たて
立井	たちい,たてい
立岡	たちおか,たつおか,たておか
立岩	たちいわ,たていわ
立見	たつみ,たてみ
立元	たちもと,たつもと,たてもと
立原	たちはら,たてはら
立光	たつこう,たてみつ
立崎	たちざき,たつざき
立山	たちやま,たつやま,たてやま
立上	たつかみ,たてがみ
立成	たちなり,たつなり
立石	たついし,たていし
立川	たちかわ,たつかわ,たつがわ,たてかわ
立田	たつた,たてだ
立道	たちみち,たつみち,たてみち
立入	たちいり,たていり
立部	たちべ,たてべ
立平	たつひら,たてひら
立堀	たちぼり,たつぼり
立本	たちもと,たつもと,たてもと
立木	たちき,たつき,たつぎ,ついき
立野	たちの,たつの,たての
立浪	たちなみ,たつなみ
立脇	たちわき,たてわき
立澤	たちざわ,たつざわ,たてざわ
流田	ながれた,ながれだ
留守	とめもり,るす
留田	とめた,とめだ
隆	たか,たかし
竜田	たつた,りゅうた
龍	りゅう,りょう
龍渓	たつだに,りゅうたに
龍口	たつぐち,たつのくち
龍治	りゅうじ,りょうじ
龍神	たつがみ,りゅうじん
龍瀬	りゅうせ,りょうせ
龍川	たつかわ,りゅうかわ
龍前	りゅうまえ,りょうまえ
龍村	たつむら,りゅうむら
龍田	たきた,たつた,りゅうた
龍野	たつの,りゅうの
両川	もろかわ,りょうかわ
凌	しのぎ,りょう
梁	やな,りょう
梁取	やなとり,やなどり
良知	らち,りょうち
力石	ちからいし,りきいし
林下	はやしした,りんげ
林原	はやしはら,はやしばら,りんばら
林谷	はやしたに,はやしだに
輪湖	わこ,わご
冷水	しみず,ひやみず,れいすい
嶺崎	みねさき,みねざき
嶺田	みねた,みねだ
鈴木	すすき,すずき,すづき
霊山	かみやま,よしやま
蓮	はす,はちす,れん
蓮子	はすし,はっし,はつし
蓮田	はすだ,よもぎだ
連	むらじ,れん
露﨑	つゆさき,つゆざき
露崎	つゆさき,つゆざき
浪越	なお,なみこし
篭谷	かごたに,こもりや
老月	おいつき,おいづき
老田	おいた,おいだ
六井	むつい,ろくい
六角	むすみ,ろっかく
六山	むやま,ろくやま
六鹿	むしか,むつが,むつしか,ろくしか
六車	むぐるま,ろくしゃ
六川	ろくかわ,ろくがわ
六鎗	むやり,ろくやり
六田	ろくた,ろくだ
六尾	むつお,ろくお
麓	ふもと,ろく
和	なごみ,にぎ
和賀井	わかい,わがい
和気	わき,わけ
和久田	わくた,わくだ
和栗	わくり,わぐり
和崎	わさき,わざき
和山	かずやま,わやま
和泉	いずみ,わいずみ
和泉谷	いずみたに,いずみや
和泉田	いずみた,いずみだ
和地	わじ,わち,わぢ
和田野	わたの,わだの
和島	わしま,わじま
和平	わだいら,わひら,わへい
和氣	わき,わけ
和澤	わさわ,わざわ
脇黒丸	わきくろまる,わきぐろまる
脇坂	わきさか,わきざか
脇阪	わきさか,わきざか
脇川	わきかわ,わきがわ
脇谷	わきたに,わきや
脇地	わきじ,わきぢ
脇田	わきた,わきだ
鷲見	すみ,わしみ
鷲崎	すさき,わしざき
鷲巣	わしず,わしのす
鷲谷	わしたに,わしや
鷲塚	わしずか,わしづか
亘	わたり,わたる
佛坂	ぶっさか,ぶつさか,ほとけざか
佛生	ぶっしょう,ぶっそう
假宿	かりしゅく,かりじゅく
會	あい,かい
會津	あいず,あいづ
會田	あいた,あいだ
會野	あいの,かいの
會澤	あいさわ,あいざわ
傳	つとう,でん
兒玉	かまだ,こだま
劔持	けんもち,けんもつ
剱持	けんもち,けんもつ
圀府寺	こうじ,こうでら
國崎	くにさき,くにざき
國司	くにし,こくし
國場	くにば,こくば
國西	くににし,こくにし
國沢	くにさわ,くにざわ
國田	くにた,くにだ
國藤	くにとう,くにふじ
國頭	くにがみ,くにとう
國府	こう,こお,こくふ,こくぶ
國部	くにべ,こくぶ
國分	こくぶ,こくぶん
國立	くにたて,こくりゅう
國澤	くにさわ,くにざわ
圓井	つむらい,まるい
圓谷	えんたに,つぶやら,つぶらや,つむらや
圓田	えんた,えんだ,まるた
圖師	ずし,づし
圦本	いりもと,ゆりもと
垰本	たおもと,たわもと
垰野	たおの,たをの
壹岐	いき,いつき
壽	ことぶき,としなが
壽崎	すさき,すざき
壽田	すだ,ひさだ
壽藤	じゅとう,すどう
姜	かん,きょう
媚山	こびやま,こやま
實吉	さねよし,みよし
實松	さねまつ,じつまつ
實成	じつなり,みなり
實田	さねだ,じつた,じつだ
實方	さねかた,じつかた
寶田	たからだ,ほうだ
寶來	たからぎ,ほうらい
寳積	ほうしゃく,ほづみ
寳田	たからだ,ほうだ
嶽	たけ,だけ
廣滝	おとわ,ひろたき
廣谷	ひろたに,ひろや
廣長	ひろちょう,ひろなが
廣畠	ひろはた,ひろばた
彌冨	いやとみ,やとみ
應武	おうたけ,おおたけ
拜原	はいはら,はいばら
挾間	はさま,はざま
杼木	とちき,とちぎ
枌	そぎ,へき,へぎ
枋木	こぶのき,こぼのき
枦山	はしやま,はぜやま
檜原	ひはら,ひばら,ひわら
檜谷	ひのきだに,ひのきや,ひのたに
檜田	ひえだ,ひだ,ひのきだ
檮木	うつき,ゆすき
椚田	くにぎだ,くぬぎだ
楜澤	くるみさわ,くるみざわ
楫取	かじとり,かとり
楡木	にれき,にれぎ
楪	ゆずり,ゆずりは
榮	さかい,さかえ
榮原	さかえはら,さかえばら
榮野比	えのひ,えのび
槐	えびす,えんじ,さいかち
